,sentence,hate,category
5386,এই রকম বেপর্দা মাগী নাস্তিক এর অনুষ্ঠানে না যাওয়াই ভালো,1,religion
229,ভুয়া নিউস দিস কেন মাদারির বাচা,1,sports
2889,ভাই আপনি ঠীক কথা বলছেন এসব গরু ছাগল বাদ দিয়ে ভাল মানুষ গুলোকে বিচারক হিসেবে চ্যায়ারে বসান,1,entertainment
4472,আমার বাংলা কথা বলতে হবে আগেই বলেছি ওই মাগী সব করাইসে। একজন ভালো ইস্তিরি হলে যখন তার স্বামীকে দোরে নিয়ে যাইতেসে তখন তার ভিতরে কিছুই হয় না । নাটক করছে ওই মাগী। রিমান্ডে নিয়ে জিজ্ঞাসাবাদ করে শুয়ে ওই মাগীর ভোদা র ভিতরে গরম ডিম দিলে সব ফোর ফোর করে বলবে।,1,crime
6064,কোন মাদারচোদের ভিডিও আপলোড করস শালার পুতেরা মাদারচোদেরা ভিডিও বানাস কিল্লিগা তোরাই ভিডিও ভন্ড হুজুরের ভিডিও নাচ কীর্তি তাহেরী গিয়াস উদ্দিন তাহেরী,1,religion
7924,আপনার মতো পশুর কথায় কান দেয় কে??,1,celebrity
7649,মাদার অফ ক্যাসিনোর জারজ যুবলীগ ছাত্রলীগ থাকতে বছর পর কারা আওয়ামীলীগকে নেতৃত্ব দেবে সেটা নিয়ে এত ভাবনা কিসের?,1,politics
8381,ষাড়্ আপনার The ষোয়রের মত মোচ,1,celebrity
209,তর মারে চুদি,1,sports
2758,কি চ্যাটের গান শালার,1,entertainment
8471,আসলে এই জন্য আমাদের দেশে ভিক্ষুক বেশিনইলে সেই মহত লুক অনেক আছেন তারপরও তারা চুপকরে থাকে এই জন্যই কারন তারা দুধ ভাতদিয়ে কাল শাপ পুশতে চান্না,1,"Meme, TikTok and others"
2948,ফারিয়ার যে ভোদার চেহারা নায়িকা কিভাবে হয় নাকের ফুটা দিয়ে তো টাইটানিক ঢুকতে পারব,1,entertainment
7116,অই সালা কাদির সালা চোরের মত কতা বলস কেন সালা আওয়ামিলীগের দালা,1,politics
6330,তুই একটা বাইনচুদ এই জন্যইত মানুশের দুশ বিচারছ বাইনচুদ,1,religion
1728,আমি নতুন দাত লাগাবো এক ডিলে পাখি মারবো দাদ ঠিক করার সময় জখন ব্যথা পাব দুদ ধরে বলবো ওওওওও নায়লা ফাক উ।,1,entertainment
4176,বেয়াদবের বাচ্চা বেয়াদব হ্যাকার গ্রুপ বর্ণনা হ্যাকার গ্রুপ বার করে দিব লুচ্চামি কি করস শরীরটা দেখছিস নিজের ছবিটা দেখ,1,crime
337,জুতা মারো সালারে,1,sports
4984,ডি সি সাহেব ছেলে ভাল। মাজে মাজে একটু শরীল টা মেসেজ করতে হয়।না করলে কাজে মন বসে না। শরীল মেজ মেজ করে। ঐ মাগি ওমজা পাইছেন।ডিসি সাবের কাছে যেয়ে।,1,crime
