sentence,hate,category
ভিডিওতে যেটা দেখলাম এটা সত্য এই কু ত্তার বাচ্ছা যে আরো কত মেয়ের ইজ্জত নষ্ট করে ছে তার নেই ঠিক সালার দেখতে পুরো সাধুবাবা এর প্রকাশ্যে জবাই করা দরকার,1,crime
ভাই কি বলবো বুঝতেচি নাঅার বলার ভাষা অামি হারিয়ে পেলেচিঅামি সাকিব ভাইর অনেক বড় প্যােন।এটায় এক মাত্র পাপন সরি ঘুষখোর পাপনের অনেক বড় অাবদান রয়েচে সে ইন্ডিয়ের দালাল মাগির হুতের পদত্যাগ চাই।অার সাকিব ভাইকে দলে চাই।কারণ সাকিব ভাই চারা বাংলাদেশ টিমের হ্যাড ভাঙা।সো পাপন হাটাও বাংলাদেশ ক্রিকেট বাঁচাও।,1,sports
ছাগল মেয়ে,1,entertainment
সালার পুত মদ খা.....  মদ খা।,1,celebrity
আর ফামিকে সালাাকে পতিতলায় নিয়া দেউ,1,entertainment
এই কুকুরকে ফাসি দেওয়া দরকার,1,"Meme, TikTok and others"
শালা গানকাটা কেন বানচুদ,1,entertainment
কুততার বাচচা,1,religion
আপনাদের শিরোনাম টা এই ভাবে দিলে ভালো হতো ডিসির চোদা খেয়ে জ্ঞান হারালেন নারী সহকারী,1,crime
শুয়োরের বাচ্চাদের জব কর,1,religion
ওরা চোদাই পাইবো মাসুদ রানাকে এতো সুন্দর সুন্দর ছেলেদের কে যে অপমান করলো ওরা মাসুদ রানা পাইবো কই,1,entertainment
মাগিটাকে আমার দরকার ওর এত পাওয়ার ওরে আমার চোদার দরকার আমি জদি না পারি ওর সাতে ওর ভোদায় গুলি দিয়া পাওয়ার কমামু।,1,religion
